211,545,965,10
246,595,961,10
200,644,943,10
219,646,981,10
208,691,976,10
507,527,562,11
327,548,608,11
92,562,627,11
325,565,629,11
144,593,635,11
293,591,648,11
6,601,664,11
262,609,662,11
314,619,668,11
342,610,659,11
348,573,664,11
383,600,675,11
465,665,706,11
498,642,718,11
437,622,737,11
508,649,760,11
412,640,776,11
53,683,832,11
46,725,890,11
155,736,892,11
357,764,912,11
91,783,931,11
236,796,913,11
146,805,891,11
73,854,966,11
167,727,988,11
248,715,956,11
186,692,921,11
418,565,565,12
37,568,565,12
481,614,614,12
288,610,626,12
392,640,633,12
424,643,627,12
261,648,635,12
472,651,636,12
463,656,628,12
330,655,637,12
267,647,642,12
405,665,642,12
434,656,659,12
473,662,668,12
162,684,692,12
7,680,704,12
461,674,700,12
290,728,700,12
193,921,912,12
245,939,901,12
38,942,896,12
23,957,890,12
137,914,981,12
180,917,999,12
79,892,989,12
238,524,516,13
273,631,577,13
449,659,593,13
15,665,599,13
318,670,622,13
506,668,628,13
388,676,642,13
143,701,632,13
397,695,617,13
316,689,614,13
312,687,608,13
415,643,616,13
241,722,654,13
269,739,645,13
48,768,660,13
369,789,712,13
65,849,738,13
71,850,764,13
29,890,763,13
96,911,834,13
118,978,797,13
231,977,808,13
93,995,892,13
102,567,526,14
395,614,547,14
22,633,570,14
14,662,574,14
486,687,567,14
309,700,602,14
428,699,606,14
250,713,616,14
51,730,609,14
490,730,598,14
80,734,581,14
476,748,588,14
505,777,609,14
265,758,634,14
499,780,648,14
177,818,672,14
4,853,637,14
438,886,668,14
41,910,702,14
108,935,730,14
206,948,742,14
326,961,754,14
140,983,778,14
179,929,654,14
42,550,516,15
344,572,520,15
313,576,520,15
416,582,522,15
402,650,520,15
142,677,546,15
417,678,545,15
13,710,565,15
429,723,565,15
116,763,576,15
420,774,557,15
450,777,565,15
276,782,596,15
385,802,569,15
149,758,526,15
292,753,510,15
331,735,499,15
352,732,501,15
337,719,490,15
60,713,483,15
3,806,514,15
114,884,523,15
257,924,598,15
76,916,597,15
30,860,608,15
19,997,647,15
45,977,488,15
230,596,454,16
379,606,451,16
157,620,463,16
159,635,473,16
430,676,382,16
84,697,331,16
154,763,327,16
105,772,308,16
170,789,316,16
138,835,298,16
201,869,312,16
226,888,336,16
165,959,282,16
111,974,278,16
176,987,269,16
147,989,313,16
247,951,404,16
90,819,403,16
221,764,475,16
24,746,397,16
66,878,222,16
103,809,171,16
228,911,52,16
196,934,42,16
12,962,75,16
52,973,64,16
240,954,1,16
77,999,146,16
43,524,467,17
70,513,433,17
82,538,431,17
40,538,428,17
28,518,378,17
394,579,361,17
129,563,291,17
125,618,247,17
9,688,267,17
34,676,197,17
31,683,188,17
44,675,128,17
205,633,133,17
18,573,69,17
181,584,19,17
21,626,29,17
68,683,28,17
222,715,67,17
27,787,99,17
187,822,44,17
191,799,15,17
85,557,181,17
75,491,477,18
50,518,363,18
117,498,330,18
185,468,340,18
133,448,343,18
244,433,330,18
2,425,323,18
192,409,285,18
72,465,213,18
69,502,235,18
169,529,231,18
61,502,147,18
242,518,137,18
203,501,86,18
150,472,66,18
17,439,69,18
148,419,48,18
101,379,78,18
124,314,61,18
104,389,7,18
55,510,14,18
136,560,60,18
49,443,407,19
419,411,449,19
8,358,401,19
175,323,299,19
54,308,298,19
36,284,281,19
67,334,250,19
215,398,274,19
229,309,177,19
100,296,128,19
25,224,83,19
213,227,60,19
156,220,35,19
121,174,25,19
173,91,33,19
182,73,17,19
62,38,76,19
197,162,143,19
237,178,219,19
145,170,268,19
88,162,281,19
471,161,286,19
123,139,270,19
113,58,256,19
279,228,334,19
210,371,447,20
134,352,424,20
163,264,440,20
81,232,386,20
39,223,358,20
99,175,386,20
164,171,385,20
403,154,412,20
89,175,424,20
500,149,448,20
398,136,446,20
401,118,449,20
479,79,432,20
497,80,401,20
287,58,388,20
131,69,366,20
431,104,337,20
166,118,379,20
462,18,398,20
310,12,440,20
393,29,435,20
232,56,272,20
225,342,496,21
63,265,477,21
503,212,489,21
233,181,471,21
249,156,471,21
106,143,492,21
291,118,496,21
224,111,495,21
373,109,480,21
460,94,483,21
243,88,495,21
271,79,463,21
323,73,457,21
464,49,488,21
280,39,494,21
425,31,499,21
333,18,457,21
