247,413,1000,13
298,158,330,14
234,201,444,14
215,287,592,14
15,308,653,14
161,298,667,14
57,405,872,14
354,407,905,14
95,447,951,14
205,434,965,14
459,453,998,14
414,454,981,14
299,159,327,15
174,239,471,15
457,284,582,15
11,329,626,15
103,313,643,15
130,350,673,15
251,362,727,15
260,420,824,15
214,424,827,15
454,430,839,15
480,447,881,15
13,191,356,16
123,245,439,16
132,271,505,16
99,287,534,16
45,344,619,16
341,390,699,16
305,460,869,16
12,477,890,16
530,505,944,16
499,525,950,16
536,523,987,16
440,75,130,17
153,187,320,17
19,235,415,17
379,308,530,17
82,348,609,17
531,358,609,17
410,471,843,17
375,497,889,17
296,511,900,17
92,560,994,17
55,528,946,17
118,180,298,18
63,270,446,18
71,279,459,18
105,294,475,18
508,358,588,18
249,356,605,18
273,406,684,18
434,445,738,18
52,510,811,18
26,582,965,18
14,584,917,18
449,42,62,19
308,194,288,19
356,423,639,19
117,455,695,19
171,481,721,19
344,476,728,19
392,467,732,19
295,508,769,19
276,541,807,19
88,584,875,19
284,632,928,19
346,112,160,20
455,161,233,20
263,226,328,20
75,547,792,20
4,576,827,20
353,594,865,20
325,622,891,20
365,645,944,20
352,668,953,20
5,679,994,20
60,668,978,20
270,160,221,21
170,295,405,21
3,320,456,21
245,442,624,21
506,542,768,21
306,585,804,21
317,610,842,21
452,618,878,21
42,635,871,21
179,663,933,21
537,690,982,21
451,153,199,22
122,195,261,22
476,222,302,22
23,400,544,22
227,469,632,22
541,516,682,22
432,605,806,22
183,620,811,22
409,611,829,22
32,639,874,22
487,692,929,22
6,371,461,23
326,499,618,23
172,539,661,23
285,571,734,23
367,576,737,23
385,582,748,23
351,601,769,23
501,650,781,23
143,642,795,23
342,741,894,23
24,832,999,23
279,247,282,24
483,315,373,24
62,556,632,24
254,557,652,24
188,656,780,24
264,687,807,24
70,746,847,24
470,760,852,24
304,809,931,24
278,870,999,24
25,842,964,24
17,273,302,25
107,327,361,25
371,459,506,25
492,537,581,25
429,564,632,25
207,681,746,25
244,729,804,25
519,804,876,25
303,832,900,25
327,873,960,25
186,877,977,25
219,99,106,26
198,270,287,26
498,326,351,26
177,460,479,26
313,462,482,26
364,598,632,26
74,656,687,26
479,670,702,26
475,905,972,26
405,942,989,26
473,954,998,26
472,352,365,27
91,439,447,27
22,644,646,27
361,785,786,27
332,809,808,27
125,827,854,27
241,889,891,27
534,909,915,27
389,920,945,27
374,961,987,27
437,944,955,27
378,223,208,28
150,405,377,28
462,437,412,28
302,555,541,28
43,631,630,28
360,651,612,28
545,691,660,28
246,719,697,28
280,771,712,28
350,839,820,28
223,860,852,28
191,101,93,29
402,242,217,29
121,327,299,29
396,415,372,29
201,426,373,29
430,573,501,29
456,840,747,29
467,869,759,29
431,903,827,29
29,939,849,29
7,961,844,29
238,309,269,30
124,355,299,30
489,397,338,30
412,412,350,30
97,488,401,30
159,613,524,30
185,645,544,30
363,684,574,30
485,808,697,30
87,864,723,30
503,910,793,30
129,187,150,31
401,340,273,31
66,385,308,31
262,422,341,31
335,506,411,31
242,605,483,31
546,763,609,31
300,798,648,31
86,812,650,31
441,858,686,31
93,818,658,31
380,237,184,32
465,524,418,32
229,619,482,32
59,622,488,32
416,688,524,32
522,784,608,32
419,793,620,32
164,860,681,32
126,881,666,32
199,912,701,32
190,881,673,32
515,529,392,33
252,570,421,33
358,635,465,33
275,641,481,33
345,663,477,33
439,788,589,33
468,824,606,33
283,865,629,33
286,899,632,33
204,937,660,33
331,990,747,33
291,370,248,34
381,576,387,34
446,641,426,34
427,666,449,34
220,661,456,34
233,751,498,34
181,814,564,34
391,851,594,34
30,898,605,34
453,986,690,34
318,910,604,34
112,400,256,35
373,507,320,35
222,635,416,35
540,646,414,35
334,744,478,35
321,767,499,35
187,825,518,35
202,867,569,35
523,870,566,35
116,887,565,35
376,888,561,35
33,323,201,36
154,342,200,36
232,359,222,36
80,457,269,36
78,464,284,36
349,528,309,36
64,586,348,36
210,604,359,36
447,747,436,36
206,753,436,36
469,764,469,36
494,346,190,37
428,510,276,37
27,544,311,37
257,596,316,37
18,672,381,37
521,735,425,37
240,768,421,37
458,899,505,37
382,937,529,37
423,965,538,37
96,969,519,37
226,173,90,38
79,184,96,38
355,478,244,38
493,502,262,38
266,549,281,38
527,609,314,38
163,775,393,38
231,778,389,38
85,877,457,38
340,939,496,38
314,890,450,38
386,215,107,39
156,304,144,39
496,361,170,39
106,439,214,39
383,463,219,39
39,579,275,39
347,588,281,39
239,669,317,39
40,833,402,39
289,851,399,39
524,968,481,39
399,292,125,40
73,364,167,40
288,385,166,40
100,399,181,40
72,428,183,40
46,628,291,40
44,733,313,40
424,780,360,40
237,867,389,40
514,954,410,40
68,992,460,40
110,345,144,41
398,503,209,41
216,554,230,41
51,668,279,41
408,670,279,41
34,829,350,41
387,985,385,41
417,982,397,41
230,981,411,41
486,992,409,41
165,996,407,41
250,107,39,42
255,139,48,42
362,166,64,42
31,363,130,42
84,528,198,42
180,626,229,42
209,656,239,42
548,756,289,42
152,825,285,42
8,986,379,42
294,845,326,42
189,235,74,43
324,289,98,43
76,517,152,43
542,713,221,43
195,721,215,43
418,725,208,43
504,752,234,43
89,817,233,43
538,841,250,43
366,976,284,43
444,991,306,43
184,253,65,44
528,328,85,44
359,570,151,44
20,583,149,44
407,663,175,44
258,681,194,44
301,746,195,44
500,773,202,44
320,809,211,44
370,865,221,44
178,927,260,44
411,268,61,45
490,334,75,45
137,448,112,45
50,473,107,45
390,502,117,45
142,521,123,45
114,549,135,45
336,668,167,45
495,812,171,45
290,890,198,45
217,952,222,45
535,407,84,46
307,487,102,46
119,658,126,46
21,672,124,46
182,737,136,46
115,812,166,46
148,836,158,46
224,842,165,46
502,906,167,46
377,963,175,46
176,965,196,46
101,141,22,47
526,548,87,47
443,717,125,47
478,746,114,47
83,777,112,47
517,822,126,47
529,852,128,47
533,855,140,47
488,897,142,47
65,951,167,47
211,979,146,47
532,311,26,48
395,492,57,48
269,554,49,48
463,660,92,48
47,674,92,48
140,670,76,48
333,693,76,48
404,700,96,48
36,801,92,48
482,844,110,48
135,930,78,48
505,147,12,49
53,366,16,49
167,379,14,49
212,507,27,49
81,590,47,49
466,723,31,49
393,728,54,49
397,852,45,49
315,857,64,49
61,939,73,49
267,944,64,49
203,354,11,50
28,429,2,50
539,499,9,50
225,752,0,50
136,860,22,50
38,943,0,50
544,944,22,50
248,977,29,50
